Country,Time,Accommodation,Purpose,Duration,Transport,Destination,Value_accomodation,Value_transport,Value_destination
Albania,2017,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,3024028.0,,
Albania,2017,Non-rented accommodation: other,,,,,119017.0,,
Albania,2017,Non-rented accommodation: own holiday home,,,,,164678.0,,
Albania,2017,"Rented accommodation: campsites, caravan or trailer park",,,,,64430.0,,
Albania,2017,Rented accommodation: hotels or similar establishments,,,,,747871.0,,
Albania,2017,Rented accommodation: other,,,,,454186.0,,
Albania,2019,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,3449836.0,,
Albania,2019,Non-rented accommodation: other,,,,,47709.0,,
Albania,2019,Non-rented accommodation: own holiday home,,,,,202706.0,,
Albania,2019,"Rented accommodation: campsites, caravan or trailer park",,,,,25430.0,,
Albania,2019,Rented accommodation: hotels or similar establishments,,,,,1165911.0,,
Albania,2019,Rented accommodation: other,,,,,459011.0,,
Albania,2020,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1529638.0,,
Albania,2020,Non-rented accommodation: other,,,,,61778.0,,
Albania,2020,Non-rented accommodation: own holiday home,,,,,218584.0,,
Albania,2020,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,366941.0,,
Albania,2020,"Rented accommodation: campsites, caravan or trailer park",,,,,44928.0,,
Albania,2020,Rented accommodation: hotels or similar establishments,,,,,960999.0,,
Albania,2020,Rented accommodation: other,,,,,29205.0,,
Austria,2012,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,4174983.0,,
Austria,2012,Non-rented accommodation: other,,,,,401305.0,,
Austria,2012,Non-rented accommodation: own holiday home,,,,,346598.0,,
Austria,2012,"Rented accommodation: campsites, caravan or trailer park",,,,,492800.0,,
Austria,2012,Rented accommodation: hotels or similar establishments,,,,,13270906.0,,
Austria,2012,Rented accommodation: other,,,,,3235609.0,,
Austria,2013,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,4285368.0,,
Austria,2013,Non-rented accommodation: other,,,,,144712.0,,
Austria,2013,Non-rented accommodation: own holiday home,,,,,488686.0,,
Austria,2013,"Rented accommodation: campsites, caravan or trailer park",,,,,566356.0,,
Austria,2013,Rented accommodation: hotels or similar establishments,,,,,13538739.0,,
Austria,2013,Rented accommodation: other,,,,,3377367.0,,
Austria,2014,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,4830645.0,,
Austria,2014,Non-rented accommodation: other,,,,,152109.0,,
Austria,2014,Non-rented accommodation: own holiday home,,,,,505434.0,,
Austria,2014,"Rented accommodation: campsites, caravan or trailer park",,,,,431728.0,,
Austria,2014,Rented accommodation: hotels or similar establishments,,,,,12960527.0,,
Austria,2014,Rented accommodation: other,,,,,3589795.0,,
Austria,2015,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,4528511.0,,
Austria,2015,Non-rented accommodation: other,,,,,61424.0,,
Austria,2015,Non-rented accommodation: own holiday home,,,,,514739.0,,
Austria,2015,"Rented accommodation: campsites, caravan or trailer park",,,,,427821.0,,
Austria,2015,Rented accommodation: hotels or similar establishments,,,,,12692085.0,,
Austria,2015,Rented accommodation: other,,,,,3490845.0,,
Austria,2016,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,5165452.0,,
Austria,2016,Non-rented accommodation: other,,,,,129951.0,,
Austria,2016,Non-rented accommodation: own holiday home,,,,,500595.0,,
Austria,2016,"Rented accommodation: campsites, caravan or trailer park",,,,,546291.0,,
Austria,2016,Rented accommodation: hotels or similar establishments,,,,,13476212.0,,
Austria,2016,Rented accommodation: other,,,,,3742653.0,,
Austria,2017,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,4774268.0,,
Austria,2017,Non-rented accommodation: other,,,,,118611.0,,
Austria,2017,Non-rented accommodation: own holiday home,,,,,595102.0,,
Austria,2017,"Rented accommodation: campsites, caravan or trailer park",,,,,493904.0,,
Austria,2017,Rented accommodation: hotels or similar establishments,,,,,13255514.0,,
Austria,2017,Rented accommodation: other,,,,,3847370.0,,
Austria,2018,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,5430210.0,,
Austria,2018,Non-rented accommodation: other,,,,,96223.0,,
Austria,2018,Non-rented accommodation: own holiday home,,,,,537927.0,,
Austria,2018,"Rented accommodation: campsites, caravan or trailer park",,,,,468705.0,,
Austria,2018,Rented accommodation: hotels or similar establishments,,,,,13731764.0,,
Austria,2018,Rented accommodation: other,,,,,3188464.0,,
Austria,2019,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,5757577.0,,
Austria,2019,Non-rented accommodation: other,,,,,140928.0,,
Austria,2019,Non-rented accommodation: own holiday home,,,,,588564.0,,
Austria,2019,"Rented accommodation: campsites, caravan or trailer park",,,,,453999.0,,
Austria,2019,Rented accommodation: hotels or similar establishments,,,,,14493060.0,,
Austria,2019,Rented accommodation: other,,,,,3403290.0,,
Austria,2020,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,4373063.0,,
Austria,2020,Non-rented accommodation: other,,,,,286859.0,,
Austria,2020,Non-rented accommodation: own holiday home,,,,,1010458.0,,
Austria,2020,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,840928.0,,
Austria,2020,"Rented accommodation: campsites, caravan or trailer park",,,,,367759.0,,
Austria,2020,Rented accommodation: hotels or similar establishments,,,,,6605770.0,,
Austria,2020,Rented accommodation: other,,,,,867081.0,,
Austria,2021,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,5395410.0,,
Austria,2021,Non-rented accommodation: other,,,,,403374.0,,
Austria,2021,Non-rented accommodation: own holiday home,,,,,1228437.0,,
Austria,2021,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,1028931.0,,
Austria,2021,"Rented accommodation: campsites, caravan or trailer park",,,,,478853.0,,
Austria,2021,Rented accommodation: hotels or similar establishments,,,,,8786325.0,,
Austria,2021,Rented accommodation: other,,,,,950987.0,,
Austria,2022,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,7053826.0,,
Austria,2022,Non-rented accommodation: other,,,,,1023149.0,,
Austria,2022,Non-rented accommodation: own holiday home,,,,,1468060.0,,
Austria,2022,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,2002902.0,,
Austria,2022,"Rented accommodation: campsites, caravan or trailer park",,,,,821537.0,,
Austria,2022,Rented accommodation: hotels or similar establishments,,,,,14613599.0,,
Austria,2022,Rented accommodation: other,,,,,1710017.0,,
Austria,2023,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,7222715.0,,
Austria,2023,Non-rented accommodation: other,,,,,1029713.0,,
Austria,2023,Non-rented accommodation: own holiday home,,,,,1703811.0,,
Austria,2023,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,2260512.0,,
Austria,2023,"Rented accommodation: campsites, caravan or trailer park",,,,,1161670.0,,
Austria,2023,Rented accommodation: hotels or similar establishments,,,,,16278138.0,,
Austria,2023,Rented accommodation: other,,,,,1200772.0,,
Belgium,2012,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1734336.0,,
Belgium,2012,Non-rented accommodation: other,,,,,91471.0,,
Belgium,2012,Non-rented accommodation: own holiday home,,,,,510021.0,,
Belgium,2012,"Rented accommodation: campsites, caravan or trailer park",,,,,466193.0,,
Belgium,2012,Rented accommodation: hotels or similar establishments,,,,,6091670.0,,
Belgium,2012,Rented accommodation: other,,,,,3460803.0,,
Belgium,2013,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,2044823.0,,
Belgium,2013,Non-rented accommodation: other,,,,,144426.0,,
Belgium,2013,Non-rented accommodation: own holiday home,,,,,420977.0,,
Belgium,2013,"Rented accommodation: campsites, caravan or trailer park",,,,,763848.0,,
Belgium,2013,Rented accommodation: hotels or similar establishments,,,,,6976350.0,,
Belgium,2013,Rented accommodation: other,,,,,2979317.0,,
Belgium,2014,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1905559.0,,
Belgium,2014,Non-rented accommodation: other,,,,,130800.0,,
Belgium,2014,Non-rented accommodation: own holiday home,,,,,536906.0,,
Belgium,2014,"Rented accommodation: campsites, caravan or trailer park",,,,,691784.0,,
Belgium,2014,Rented accommodation: hotels or similar establishments,,,,,6331898.0,,
Belgium,2014,Rented accommodation: other,,,,,3434327.0,,
Belgium,2015,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,2224915.0,,
Belgium,2015,Non-rented accommodation: other,,,,,169554.0,,
Belgium,2015,Non-rented accommodation: own holiday home,,,,,456443.0,,
Belgium,2015,"Rented accommodation: campsites, caravan or trailer park",,,,,961576.0,,
Belgium,2015,Rented accommodation: hotels or similar establishments,,,,,6534585.0,,
Belgium,2015,Rented accommodation: other,,,,,3610929.0,,
Belgium,2016,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,2418016.0,,
Belgium,2016,Non-rented accommodation: other,,,,,147415.0,,
Belgium,2016,Non-rented accommodation: own holiday home,,,,,501730.0,,
Belgium,2016,"Rented accommodation: campsites, caravan or trailer park",,,,,785617.0,,
Belgium,2016,Rented accommodation: hotels or similar establishments,,,,,8213568.0,,
Belgium,2016,Rented accommodation: other,,,,,3966213.0,,
Belgium,2017,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,2814720.0,,
Belgium,2017,Non-rented accommodation: other,,,,,164322.0,,
Belgium,2017,Non-rented accommodation: own holiday home,,,,,602780.0,,
Belgium,2017,"Rented accommodation: campsites, caravan or trailer park",,,,,803322.0,,
Belgium,2017,Rented accommodation: hotels or similar establishments,,,,,7648761.0,,
Belgium,2017,Rented accommodation: other,,,,,3168311.0,,
Belgium,2018,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,2977695.0,,
Belgium,2018,Non-rented accommodation: other,,,,,188065.0,,
Belgium,2018,Non-rented accommodation: own holiday home,,,,,806961.0,,
Belgium,2018,"Rented accommodation: campsites, caravan or trailer park",,,,,812840.0,,
Belgium,2018,Rented accommodation: hotels or similar establishments,,,,,8432060.0,,
Belgium,2018,Rented accommodation: other,,,,,3675078.0,,
Belgium,2019,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,3250035.0,,
Belgium,2019,Non-rented accommodation: other,,,,,646370.0,,
Belgium,2019,Non-rented accommodation: own holiday home,,,,,868869.0,,
Belgium,2019,"Rented accommodation: campsites, caravan or trailer park",,,,,884329.0,,
Belgium,2019,Rented accommodation: hotels or similar establishments,,,,,8330244.0,,
Belgium,2019,Rented accommodation: other,,,,,4327876.0,,
Belgium,2020,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1907623.0,,
Belgium,2020,Non-rented accommodation: other,,,,,339119.0,,
Belgium,2020,Non-rented accommodation: own holiday home,,,,,758246.0,,
Belgium,2020,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,2184207.0,,
Belgium,2020,"Rented accommodation: campsites, caravan or trailer park",,,,,596599.0,,
Belgium,2020,Rented accommodation: hotels or similar establishments,,,,,3434716.0,,
Belgium,2021,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,2643956.0,,
Belgium,2021,Non-rented accommodation: other,,,,,344687.0,,
Belgium,2021,Non-rented accommodation: own holiday home,,,,,1031410.0,,
Belgium,2021,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,3419414.0,,
Belgium,2021,"Rented accommodation: campsites, caravan or trailer park",,,,,753629.0,,
Belgium,2021,Rented accommodation: hotels or similar establishments,,,,,4228792.0,,
Belgium,2021,Rented accommodation: other,,,,,194688.0,,
Belgium,2022,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,3053606.0,,
Belgium,2022,Non-rented accommodation: other,,,,,465537.0,,
Belgium,2022,Non-rented accommodation: own holiday home,,,,,1038853.0,,
Belgium,2022,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,4703171.0,,
Belgium,2022,"Rented accommodation: campsites, caravan or trailer park",,,,,882608.0,,
Belgium,2022,Rented accommodation: hotels or similar establishments,,,,,7638986.0,,
Belgium,2022,Rented accommodation: other,,,,,337721.0,,
Belgium,2023,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,3750838.0,,
Belgium,2023,Non-rented accommodation: other,,,,,399460.0,,
Belgium,2023,Non-rented accommodation: own holiday home,,,,,955626.0,,
Belgium,2023,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,5039944.0,,
Belgium,2023,"Rented accommodation: campsites, caravan or trailer park",,,,,867465.0,,
Belgium,2023,Rented accommodation: hotels or similar establishments,,,,,7860781.0,,
Belgium,2023,Rented accommodation: other,,,,,404356.0,,
Bulgaria,2012,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1516280.0,,
Bulgaria,2012,Non-rented accommodation: own holiday home,,,,,327407.0,,
Bulgaria,2012,"Rented accommodation: campsites, caravan or trailer park",,,,,486362.0,,
Bulgaria,2012,Rented accommodation: hotels or similar establishments,,,,,1007694.0,,
Bulgaria,2012,Rented accommodation: other,,,,,238461.0,,
Bulgaria,2013,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1552635.0,,
Bulgaria,2013,Non-rented accommodation: own holiday home,,,,,263591.0,,
Bulgaria,2013,"Rented accommodation: campsites, caravan or trailer park",,,,,335636.0,,
Bulgaria,2013,Rented accommodation: hotels or similar establishments,,,,,1361618.0,,
Bulgaria,2013,Rented accommodation: other,,,,,452234.0,,
Bulgaria,2014,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1292488.0,,
Bulgaria,2014,Non-rented accommodation: own holiday home,,,,,261048.0,,
Bulgaria,2014,"Rented accommodation: campsites, caravan or trailer park",,,,,48731.0,,
Bulgaria,2014,Rented accommodation: hotels or similar establishments,,,,,1465888.0,,
Bulgaria,2014,Rented accommodation: other,,,,,705637.0,,
Bulgaria,2015,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1149728.0,,
Bulgaria,2015,Non-rented accommodation: own holiday home,,,,,106525.0,,
Bulgaria,2015,"Rented accommodation: campsites, caravan or trailer park",,,,,41408.0,,
Bulgaria,2015,Rented accommodation: hotels or similar establishments,,,,,1129588.0,,
Bulgaria,2015,Rented accommodation: other,,,,,643312.0,,
Bulgaria,2016,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1393511.0,,
Bulgaria,2016,Non-rented accommodation: own holiday home,,,,,164276.0,,
Bulgaria,2016,"Rented accommodation: campsites, caravan or trailer park",,,,,49495.0,,
Bulgaria,2016,Rented accommodation: hotels or similar establishments,,,,,1276005.0,,
Bulgaria,2016,Rented accommodation: other,,,,,705706.0,,
Bulgaria,2017,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1997985.0,,
Bulgaria,2017,Non-rented accommodation: own holiday home,,,,,420464.0,,
Bulgaria,2017,"Rented accommodation: campsites, caravan or trailer park",,,,,93466.0,,
Bulgaria,2017,Rented accommodation: hotels or similar establishments,,,,,2068096.0,,
Bulgaria,2017,Rented accommodation: other,,,,,883556.0,,
Bulgaria,2018,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1808125.0,,
Bulgaria,2018,Non-rented accommodation: own holiday home,,,,,379925.0,,
Bulgaria,2018,"Rented accommodation: campsites, caravan or trailer park",,,,,44078.0,,
Bulgaria,2018,Rented accommodation: hotels or similar establishments,,,,,2087537.0,,
Bulgaria,2018,Rented accommodation: other,,,,,770639.0,,
Bulgaria,2019,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1573036.0,,
Bulgaria,2019,Non-rented accommodation: own holiday home,,,,,217731.0,,
Bulgaria,2019,"Rented accommodation: campsites, caravan or trailer park",,,,,75182.0,,
Bulgaria,2019,Rented accommodation: hotels or similar establishments,,,,,2147923.0,,
Bulgaria,2019,Rented accommodation: other,,,,,930727.0,,
Bulgaria,2020,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,819757.0,,
Bulgaria,2020,Non-rented accommodation: other,,,,,40939.0,,
Bulgaria,2020,Non-rented accommodation: own holiday home,,,,,206886.0,,
Bulgaria,2020,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,324983.0,,
Bulgaria,2020,"Rented accommodation: campsites, caravan or trailer park",,,,,91644.0,,
Bulgaria,2020,Rented accommodation: hotels or similar establishments,,,,,942859.0,,
Bulgaria,2020,Rented accommodation: other,,,,,70835.0,,
Bulgaria,2021,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,974824.0,,
Bulgaria,2021,Non-rented accommodation: own holiday home,,,,,229432.0,,
Bulgaria,2021,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,384111.0,,
Bulgaria,2021,"Rented accommodation: campsites, caravan or trailer park",,,,,60994.0,,
Bulgaria,2021,Rented accommodation: hotels or similar establishments,,,,,1371467.0,,
Bulgaria,2021,Rented accommodation: other,,,,,100104.0,,
Bulgaria,2022,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1210468.0,,
Bulgaria,2022,Non-rented accommodation: other,,,,,50112.0,,
Bulgaria,2022,Non-rented accommodation: own holiday home,,,,,283794.0,,
Bulgaria,2022,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,558068.0,,
Bulgaria,2022,"Rented accommodation: campsites, caravan or trailer park",,,,,57499.0,,
Bulgaria,2022,Rented accommodation: hotels or similar establishments,,,,,1983881.0,,
Bulgaria,2022,Rented accommodation: other,,,,,170346.0,,
Bulgaria,2023,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1395361.0,,
Bulgaria,2023,Non-rented accommodation: other,,,,,34553.0,,
Bulgaria,2023,Non-rented accommodation: own holiday home,,,,,194442.0,,
Bulgaria,2023,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,490041.0,,
Bulgaria,2023,"Rented accommodation: campsites, caravan or trailer park",,,,,128617.0,,
Bulgaria,2023,Rented accommodation: hotels or similar establishments,,,,,2382145.0,,
Bulgaria,2023,Rented accommodation: other,,,,,185228.0,,
Croatia,2012,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,3241503.0,,
Croatia,2012,Non-rented accommodation: other,,,,,264730.0,,
Croatia,2012,Non-rented accommodation: own holiday home,,,,,1354544.0,,
Croatia,2012,"Rented accommodation: campsites, caravan or trailer park",,,,,159617.0,,
Croatia,2012,Rented accommodation: hotels or similar establishments,,,,,2272237.0,,
Croatia,2012,Rented accommodation: other,,,,,1444080.0,,
Croatia,2013,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,3576059.0,,
Croatia,2013,Non-rented accommodation: other,,,,,162407.0,,
Croatia,2013,Non-rented accommodation: own holiday home,,,,,1391082.0,,
Croatia,2013,"Rented accommodation: campsites, caravan or trailer park",,,,,141585.0,,
Croatia,2013,Rented accommodation: hotels or similar establishments,,,,,2521527.0,,
Croatia,2013,Rented accommodation: other,,,,,1358730.0,,
Croatia,2014,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,3428412.0,,
Croatia,2014,Non-rented accommodation: other,,,,,258135.0,,
Croatia,2014,Non-rented accommodation: own holiday home,,,,,1211361.0,,
Croatia,2014,"Rented accommodation: campsites, caravan or trailer park",,,,,95277.0,,
Croatia,2014,Rented accommodation: hotels or similar establishments,,,,,2260586.0,,
Croatia,2014,Rented accommodation: other,,,,,919661.0,,
Croatia,2015,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,2511765.0,,
Croatia,2015,Non-rented accommodation: other,,,,,115557.0,,
Croatia,2015,Non-rented accommodation: own holiday home,,,,,794274.0,,
Croatia,2015,"Rented accommodation: campsites, caravan or trailer park",,,,,68339.0,,
Croatia,2015,Rented accommodation: hotels or similar establishments,,,,,2230971.0,,
Croatia,2015,Rented accommodation: other,,,,,896273.0,,
Croatia,2016,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1666566.0,,
Croatia,2016,Non-rented accommodation: other,,,,,78665.0,,
Croatia,2016,Non-rented accommodation: own holiday home,,,,,630643.0,,
Croatia,2016,"Rented accommodation: campsites, caravan or trailer park",,,,,24512.0,,
Croatia,2016,Rented accommodation: hotels or similar establishments,,,,,1371743.0,,
Croatia,2016,Rented accommodation: other,,,,,769139.0,,
Croatia,2017,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1571353.0,,
Croatia,2017,Non-rented accommodation: other,,,,,86427.0,,
Croatia,2017,Non-rented accommodation: own holiday home,,,,,701842.0,,
Croatia,2017,"Rented accommodation: campsites, caravan or trailer park",,,,,47733.0,,
Croatia,2017,Rented accommodation: hotels or similar establishments,,,,,1477406.0,,
Croatia,2017,Rented accommodation: other,,,,,1015016.0,,
Croatia,2018,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1776800.0,,
Croatia,2018,Non-rented accommodation: other,,,,,84110.0,,
Croatia,2018,Non-rented accommodation: own holiday home,,,,,717455.0,,
Croatia,2018,"Rented accommodation: campsites, caravan or trailer park",,,,,43841.0,,
Croatia,2018,Rented accommodation: hotels or similar establishments,,,,,1456537.0,,
Croatia,2018,Rented accommodation: other,,,,,1176381.0,,
Croatia,2019,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,2098221.0,,
Croatia,2019,Non-rented accommodation: other,,,,,58976.0,,
Croatia,2019,Non-rented accommodation: own holiday home,,,,,745721.0,,
Croatia,2019,"Rented accommodation: campsites, caravan or trailer park",,,,,67342.0,,
Croatia,2019,Rented accommodation: hotels or similar establishments,,,,,1688548.0,,
Croatia,2019,Rented accommodation: other,,,,,1304398.0,,
Croatia,2020,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1239555.0,,
Croatia,2020,Non-rented accommodation: own holiday home,,,,,633826.0,,
Croatia,2020,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,641400.0,,
Croatia,2020,Rented accommodation: hotels or similar establishments,,,,,406607.0,,
Croatia,2020,Rented accommodation: other,,,,,36373.0,,
Croatia,2021,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1398175.0,,
Croatia,2021,Non-rented accommodation: other,,,,,59050.0,,
Croatia,2021,Non-rented accommodation: own holiday home,,,,,593948.0,,
Croatia,2021,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,775308.0,,
Croatia,2021,"Rented accommodation: campsites, caravan or trailer park",,,,,90208.0,,
Croatia,2021,Rented accommodation: hotels or similar establishments,,,,,900958.0,,
Croatia,2021,Rented accommodation: other,,,,,99341.0,,
Croatia,2022,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1596732.0,,
Croatia,2022,Non-rented accommodation: other,,,,,23690.0,,
Croatia,2022,Non-rented accommodation: own holiday home,,,,,506707.0,,
Croatia,2022,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,1001755.0,,
Croatia,2022,"Rented accommodation: campsites, caravan or trailer park",,,,,66821.0,,
Croatia,2022,Rented accommodation: hotels or similar establishments,,,,,1220685.0,,
Croatia,2022,Rented accommodation: other,,,,,83176.0,,
Croatia,2023,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,1776200.0,,
Croatia,2023,Non-rented accommodation: other,,,,,36222.0,,
Croatia,2023,Non-rented accommodation: own holiday home,,,,,860815.0,,
Croatia,2023,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,1062452.0,,
Croatia,2023,"Rented accommodation: campsites, caravan or trailer park",,,,,114435.0,,
Croatia,2023,Rented accommodation: hotels or similar establishments,,,,,1704587.0,,
Croatia,2023,Rented accommodation: other,,,,,136258.0,,
Cyprus,2012,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,742123.0,,
Cyprus,2012,Non-rented accommodation: other,,,,,24835.0,,
Cyprus,2012,Non-rented accommodation: own holiday home,,,,,384979.0,,
Cyprus,2012,"Rented accommodation: campsites, caravan or trailer park",,,,,4830.0,,
Cyprus,2012,Rented accommodation: hotels or similar establishments,,,,,1052796.0,,
Cyprus,2012,Rented accommodation: other,,,,,335248.0,,
Cyprus,2013,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,959035.0,,
Cyprus,2013,Non-rented accommodation: other,,,,,50895.0,,
Cyprus,2013,Non-rented accommodation: own holiday home,,,,,351188.0,,
Cyprus,2013,"Rented accommodation: campsites, caravan or trailer park",,,,,4454.0,,
Cyprus,2013,Rented accommodation: hotels or similar establishments,,,,,954841.0,,
Cyprus,2013,Rented accommodation: other,,,,,85242.0,,
Cyprus,2014,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,942077.0,,
Cyprus,2014,Non-rented accommodation: other,,,,,58277.0,,
Cyprus,2014,Non-rented accommodation: own holiday home,,,,,296942.0,,
Cyprus,2014,"Rented accommodation: campsites, caravan or trailer park",,,,,4783.0,,
Cyprus,2014,Rented accommodation: hotels or similar establishments,,,,,1100409.0,,
Cyprus,2014,Rented accommodation: other,,,,,92341.0,,
Cyprus,2015,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,784303.0,,
Cyprus,2015,Non-rented accommodation: other,,,,,30487.0,,
Cyprus,2015,Non-rented accommodation: own holiday home,,,,,408808.0,,
Cyprus,2015,"Rented accommodation: campsites, caravan or trailer park",,,,,1252.0,,
Cyprus,2015,Rented accommodation: hotels or similar establishments,,,,,1093654.0,,
Cyprus,2015,Rented accommodation: other,,,,,93448.0,,
Cyprus,2016,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,814800.0,,
Cyprus,2016,Non-rented accommodation: other,,,,,18029.0,,
Cyprus,2016,Non-rented accommodation: own holiday home,,,,,499056.0,,
Cyprus,2016,"Rented accommodation: campsites, caravan or trailer park",,,,,895.0,,
Cyprus,2016,Rented accommodation: hotels or similar establishments,,,,,1221859.0,,
Cyprus,2016,Rented accommodation: other,,,,,80499.0,,
Cyprus,2017,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,788144.0,,
Cyprus,2017,Non-rented accommodation: own holiday home,,,,,550125.0,,
Cyprus,2017,Rented accommodation: hotels or similar establishments,,,,,1358086.0,,
Cyprus,2017,Rented accommodation: other,,,,,91330.0,,
Cyprus,2018,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,789977.0,,
Cyprus,2018,Non-rented accommodation: own holiday home,,,,,620140.0,,
Cyprus,2018,Rented accommodation: hotels or similar establishments,,,,,1472092.0,,
Cyprus,2018,Rented accommodation: other,,,,,104131.0,,
Cyprus,2019,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,769579.0,,
Cyprus,2019,Non-rented accommodation: own holiday home,,,,,653359.0,,
Cyprus,2019,Rented accommodation: hotels or similar establishments,,,,,1618675.0,,
Cyprus,2019,Rented accommodation: other,,,,,151927.0,,
Cyprus,2020,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,511724.0,,
Cyprus,2020,Non-rented accommodation: other,,,,,10930.0,,
Cyprus,2020,Non-rented accommodation: own holiday home,,,,,644429.0,,
Cyprus,2020,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,96582.0,,
Cyprus,2020,Rented accommodation: hotels or similar establishments,,,,,857461.0,,
Cyprus,2020,Rented accommodation: other,,,,,47979.0,,
Cyprus,2021,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,456310.0,,
Cyprus,2021,Non-rented accommodation: own holiday home,,,,,711512.0,,
Cyprus,2021,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,79005.0,,
Cyprus,2021,Rented accommodation: hotels or similar establishments,,,,,1053839.0,,
Cyprus,2021,Rented accommodation: other,,,,,28856.0,,
Cyprus,2022,Non-rented accommodation: accommodation provided without charge by relatives or friends,,,,,654975.0,,
Cyprus,2022,Non-rented accommodation: own holiday home,,,,,590146.0,,
Cyprus,2022,"Rented accommodation: apartment, house, villa or room in a dwelling",,,,,117652.0,,
Cyprus,2022,"Rented accommodation: campsites, caravan or trailer park",,,,,8426.0,,
