Country,Time,Accommodation,Purpose,Duration,Transport,Destination,Value_accomodation,Value_transport,Value_destination
Croatia,2013,,"Professional, business",4 nights or over,Air,,,133247.0,
Croatia,2013,,"Professional, business",4 nights or over,"Buses, coaches",,,92456.0,
Croatia,2013,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,188797.0,
Croatia,2013,,"Professional, business",From 1 to 3 nights,Air,,,106507.0,
Croatia,2013,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,151600.0,
Croatia,2013,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,672032.0,
Croatia,2014,,Personal reasons,4 nights or over,Air,,,259647.0,
Croatia,2014,,Personal reasons,4 nights or over,"Buses, coaches",,,685007.0,
Croatia,2014,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1634587.0,
Croatia,2014,,Personal reasons,4 nights or over,Railways,,,132336.0,
Croatia,2014,,Personal reasons,4 nights or over,Waterway,,,42156.0,
Croatia,2014,,Personal reasons,From 1 to 3 nights,Air,,,53192.0,
Croatia,2014,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,739488.0,
Croatia,2014,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,2868361.0,
Croatia,2014,,Personal reasons,From 1 to 3 nights,Railways,,,138215.0,
Croatia,2014,,Personal reasons,From 1 to 3 nights,Waterway,,,79166.0,
Croatia,2014,,"Professional, business",4 nights or over,Air,,,112160.0,
Croatia,2014,,"Professional, business",4 nights or over,"Buses, coaches",,,101201.0,
Croatia,2014,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,206162.0,
Croatia,2014,,"Professional, business",From 1 to 3 nights,Air,,,170272.0,
Croatia,2014,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,162350.0,
Croatia,2014,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,677607.0,
Croatia,2015,,Personal reasons,4 nights or over,Air,,,313746.0,
Croatia,2015,,Personal reasons,4 nights or over,"Buses, coaches",,,680477.0,
Croatia,2015,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1739050.0,
Croatia,2015,,Personal reasons,4 nights or over,Railways,,,78106.0,
Croatia,2015,,Personal reasons,4 nights or over,Waterway,,,46337.0,
Croatia,2015,,Personal reasons,From 1 to 3 nights,Air,,,49462.0,
Croatia,2015,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,567796.0,
Croatia,2015,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,2015528.0,
Croatia,2015,,Personal reasons,From 1 to 3 nights,Railways,,,72919.0,
Croatia,2015,,"Professional, business",4 nights or over,Air,,,95715.0,
Croatia,2015,,"Professional, business",4 nights or over,"Buses, coaches",,,52888.0,
Croatia,2015,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,144874.0,
Croatia,2015,,"Professional, business",From 1 to 3 nights,Air,,,117447.0,
Croatia,2015,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,130802.0,
Croatia,2015,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,391788.0,
Croatia,2016,,Personal reasons,4 nights or over,Air,,,157597.0,
Croatia,2016,,Personal reasons,4 nights or over,"Buses, coaches",,,309275.0,
Croatia,2016,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1259561.0,
Croatia,2016,,Personal reasons,4 nights or over,Railways,,,29397.0,
Croatia,2016,,Personal reasons,4 nights or over,Waterway,,,36946.0,
Croatia,2016,,Personal reasons,From 1 to 3 nights,Air,,,36529.0,
Croatia,2016,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,433145.0,
Croatia,2016,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1405735.0,
Croatia,2016,,Personal reasons,From 1 to 3 nights,Railways,,,38535.0,
Croatia,2016,,Personal reasons,From 1 to 3 nights,Waterway,,,36186.0,
Croatia,2016,,"Professional, business",4 nights or over,Air,,,36509.0,
Croatia,2016,,"Professional, business",4 nights or over,"Buses, coaches",,,20292.0,
Croatia,2016,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,155790.0,
Croatia,2016,,"Professional, business",From 1 to 3 nights,Air,,,46027.0,
Croatia,2016,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,51455.0,
Croatia,2016,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,381458.0,
Croatia,2017,,Personal reasons,4 nights or over,Air,,,220366.0,
Croatia,2017,,Personal reasons,4 nights or over,"Buses, coaches",,,381671.0,
Croatia,2017,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1396811.0,
Croatia,2017,,Personal reasons,4 nights or over,Railways,,,35265.0,
Croatia,2017,,Personal reasons,4 nights or over,Waterway,,,25880.0,
Croatia,2017,,Personal reasons,From 1 to 3 nights,Air,,,26713.0,
Croatia,2017,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,419200.0,
Croatia,2017,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1484122.0,
Croatia,2017,,Personal reasons,From 1 to 3 nights,Railways,,,30247.0,
Croatia,2017,,Personal reasons,From 1 to 3 nights,Waterway,,,22938.0,
Croatia,2017,,"Professional, business",4 nights or over,Air,,,102163.0,
Croatia,2017,,"Professional, business",4 nights or over,"Buses, coaches",,,48939.0,
Croatia,2017,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,215644.0,
Croatia,2017,,"Professional, business",From 1 to 3 nights,Air,,,64686.0,
Croatia,2017,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,66165.0,
Croatia,2017,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,332545.0,
Croatia,2018,,Personal reasons,4 nights or over,Air,,,252012.0,
Croatia,2018,,Personal reasons,4 nights or over,"Buses, coaches",,,395582.0,
Croatia,2018,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1408442.0,
Croatia,2018,,Personal reasons,4 nights or over,Railways,,,45206.0,
Croatia,2018,,Personal reasons,4 nights or over,Waterway,,,33467.0,
Croatia,2018,,Personal reasons,From 1 to 3 nights,Air,,,74647.0,
Croatia,2018,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,391065.0,
Croatia,2018,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1640332.0,
Croatia,2018,,Personal reasons,From 1 to 3 nights,Railways,,,34927.0,
Croatia,2018,,"Professional, business",4 nights or over,Air,,,108074.0,
Croatia,2018,,"Professional, business",4 nights or over,"Buses, coaches",,,28697.0,
Croatia,2018,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,171478.0,
Croatia,2018,,"Professional, business",From 1 to 3 nights,Air,,,75231.0,
Croatia,2018,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,57967.0,
Croatia,2018,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,409403.0,
Croatia,2019,,Personal reasons,4 nights or over,Air,,,298312.0,
Croatia,2019,,Personal reasons,4 nights or over,"Buses, coaches",,,420514.0,
Croatia,2019,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1579725.0,
Croatia,2019,,Personal reasons,4 nights or over,Railways,,,30409.0,
Croatia,2019,,Personal reasons,4 nights or over,Waterway,,,45204.0,
Croatia,2019,,Personal reasons,From 1 to 3 nights,Air,,,67474.0,
Croatia,2019,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,466125.0,
Croatia,2019,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,2120829.0,
Croatia,2019,,Personal reasons,From 1 to 3 nights,Railways,,,50848.0,
Croatia,2019,,Personal reasons,From 1 to 3 nights,Waterway,,,40596.0,
Croatia,2019,,"Professional, business",4 nights or over,Air,,,90612.0,
Croatia,2019,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,148013.0,
Croatia,2019,,"Professional, business",From 1 to 3 nights,Air,,,68481.0,
Croatia,2019,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,71083.0,
Croatia,2019,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,433613.0,
Croatia,2020,,Personal reasons,4 nights or over,Air,,,57926.0,
Croatia,2020,,Personal reasons,4 nights or over,"Buses, coaches",,,112316.0,
Croatia,2020,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1116397.0,
Croatia,2020,,Personal reasons,4 nights or over,Waterway,,,33070.0,
Croatia,2020,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,114582.0,
Croatia,2020,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1215738.0,
Croatia,2020,,Personal reasons,From 1 to 3 nights,Waterway,,,75011.0,
Croatia,2020,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,60417.0,
Croatia,2020,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,126221.0,
Croatia,2021,,Personal reasons,4 nights or over,Air,,,84646.0,
Croatia,2021,,Personal reasons,4 nights or over,"Buses, coaches",,,207112.0,
Croatia,2021,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1479744.0,
Croatia,2021,,Personal reasons,4 nights or over,Waterway,,,21564.0,
Croatia,2021,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,94782.0,
Croatia,2021,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1588378.0,
Croatia,2021,,Personal reasons,From 1 to 3 nights,Railways,,,31908.0,
Croatia,2021,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,100096.0,
Croatia,2021,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,193967.0,
Croatia,2022,,Personal reasons,4 nights or over,Air,,,213863.0,
Croatia,2022,,Personal reasons,4 nights or over,"Buses, coaches",,,217773.0,
Croatia,2022,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1522615.0,
Croatia,2022,,Personal reasons,4 nights or over,Railways,,,20250.0,
Croatia,2022,,Personal reasons,4 nights or over,Waterway,,,19800.0,
Croatia,2022,,Personal reasons,From 1 to 3 nights,Air,,,80512.0,
Croatia,2022,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,231289.0,
Croatia,2022,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1670954.0,
Croatia,2022,,Personal reasons,From 1 to 3 nights,Railways,,,44151.0,
Croatia,2022,,"Professional, business",4 nights or over,Air,,,47574.0,
Croatia,2022,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,121967.0,
Croatia,2022,,"Professional, business",From 1 to 3 nights,Air,,,18815.0,
Croatia,2022,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,28429.0,
Croatia,2022,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,214250.0,
Croatia,2023,,Personal reasons,4 nights or over,Air,,,279477.0,
Croatia,2023,,Personal reasons,4 nights or over,"Buses, coaches",,,270562.0,
Croatia,2023,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,1769863.0,
Croatia,2023,,Personal reasons,4 nights or over,Railways,,,28265.0,
Croatia,2023,,Personal reasons,4 nights or over,Waterway,,,39415.0,
Croatia,2023,,Personal reasons,From 1 to 3 nights,Air,,,66743.0,
Croatia,2023,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,312228.0,
Croatia,2023,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,2147893.0,
Croatia,2023,,Personal reasons,From 1 to 3 nights,Railways,,,38993.0,
Croatia,2023,,Personal reasons,From 1 to 3 nights,Waterway,,,52688.0,
Croatia,2023,,"Professional, business",4 nights or over,Air,,,68894.0,
Croatia,2023,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,97242.0,
Croatia,2023,,"Professional, business",From 1 to 3 nights,Air,,,99192.0,
Croatia,2023,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,37519.0,
Croatia,2023,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,307335.0,
Cyprus,2012,,Personal reasons,4 nights or over,Air,,,762539.0,
Cyprus,2012,,Personal reasons,4 nights or over,"Buses, coaches",,,11806.0,
Cyprus,2012,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,249745.0,
Cyprus,2012,,Personal reasons,4 nights or over,Waterway,,,27032.0,
Cyprus,2012,,Personal reasons,From 1 to 3 nights,Air,,,143440.0,
Cyprus,2012,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,47164.0,
Cyprus,2012,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1026997.0,
Cyprus,2012,,Personal reasons,From 1 to 3 nights,Waterway,,,14488.0,
Cyprus,2012,,"Professional, business",4 nights or over,Air,,,108785.0,
Cyprus,2012,,"Professional, business",From 1 to 3 nights,Air,,,118135.0,
Cyprus,2012,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,26849.0,
Cyprus,2013,,Personal reasons,4 nights or over,Air,,,714297.0,
Cyprus,2013,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,363491.0,
Cyprus,2013,,Personal reasons,4 nights or over,Waterway,,,23241.0,
Cyprus,2013,,Personal reasons,From 1 to 3 nights,Air,,,158794.0,
Cyprus,2013,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,21320.0,
Cyprus,2013,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,858384.0,
Cyprus,2013,,Personal reasons,From 1 to 3 nights,Waterway,,,12847.0,
Cyprus,2013,,"Professional, business",4 nights or over,Air,,,106492.0,
Cyprus,2013,,"Professional, business",From 1 to 3 nights,Air,,,86129.0,
Cyprus,2013,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,30035.0,
Cyprus,2014,,Personal reasons,4 nights or over,Air,,,809706.0,
Cyprus,2014,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,296923.0,
Cyprus,2014,,Personal reasons,4 nights or over,Waterway,,,40210.0,
Cyprus,2014,,Personal reasons,From 1 to 3 nights,Air,,,139126.0,
Cyprus,2014,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,40319.0,
Cyprus,2014,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,922466.0,
Cyprus,2014,,"Professional, business",4 nights or over,Air,,,115834.0,
Cyprus,2014,,"Professional, business",From 1 to 3 nights,Air,,,80923.0,
Cyprus,2014,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,23226.0,
Cyprus,2015,,Personal reasons,4 nights or over,Air,,,728659.0,
Cyprus,2015,,Personal reasons,4 nights or over,"Buses, coaches",,,8363.0,
Cyprus,2015,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,190255.0,
Cyprus,2015,,Personal reasons,4 nights or over,Waterway,,,29782.0,
Cyprus,2015,,Personal reasons,From 1 to 3 nights,Air,,,150057.0,
Cyprus,2015,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,45527.0,
Cyprus,2015,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1036085.0,
Cyprus,2015,,"Professional, business",4 nights or over,Air,,,100142.0,
Cyprus,2015,,"Professional, business",From 1 to 3 nights,Air,,,92041.0,
Cyprus,2015,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,20057.0,
Cyprus,2016,,Personal reasons,4 nights or over,Air,,,814424.0,
Cyprus,2016,,Personal reasons,4 nights or over,"Buses, coaches",,,9702.0,
Cyprus,2016,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,235315.0,
Cyprus,2016,,Personal reasons,4 nights or over,Waterway,,,22850.0,
Cyprus,2016,,Personal reasons,From 1 to 3 nights,Air,,,180630.0,
Cyprus,2016,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,51192.0,
Cyprus,2016,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1061088.0,
Cyprus,2016,,"Professional, business",4 nights or over,Air,,,120120.0,
Cyprus,2016,,"Professional, business",From 1 to 3 nights,Air,,,119674.0,
Cyprus,2016,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,12700.0,
Cyprus,2017,,Personal reasons,4 nights or over,Air,,,875597.0,
Cyprus,2017,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,212205.0,
Cyprus,2017,,Personal reasons,4 nights or over,Waterway,,,20458.0,
Cyprus,2017,,Personal reasons,From 1 to 3 nights,Air,,,233642.0,
Cyprus,2017,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,41741.0,
Cyprus,2017,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1123808.0,
Cyprus,2017,,"Professional, business",4 nights or over,Air,,,131932.0,
Cyprus,2017,,"Professional, business",From 1 to 3 nights,Air,,,142557.0,
Cyprus,2018,,Personal reasons,4 nights or over,Air,,,912976.0,
Cyprus,2018,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,218941.0,
Cyprus,2018,,Personal reasons,From 1 to 3 nights,Air,,,249053.0,
Cyprus,2018,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,50593.0,
Cyprus,2018,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1278394.0,
Cyprus,2018,,"Professional, business",4 nights or over,Air,,,125282.0,
Cyprus,2018,,"Professional, business",From 1 to 3 nights,Air,,,120958.0,
Cyprus,2019,,Personal reasons,4 nights or over,Air,,,944931.0,
Cyprus,2019,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,246491.0,
Cyprus,2019,,Personal reasons,From 1 to 3 nights,Air,,,290782.0,
Cyprus,2019,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,52970.0,
Cyprus,2019,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1311032.0,
Cyprus,2019,,"Professional, business",4 nights or over,Air,,,138396.0,
Cyprus,2019,,"Professional, business",From 1 to 3 nights,Air,,,165036.0,
Cyprus,2019,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,17386.0,
Cyprus,2020,,Personal reasons,4 nights or over,Air,,,297516.0,
Cyprus,2020,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,236860.0,
Cyprus,2020,,Personal reasons,From 1 to 3 nights,Air,,,88252.0,
Cyprus,2020,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1421440.0,
Cyprus,2020,,"Professional, business",4 nights or over,Air,,,44307.0,
Cyprus,2020,,"Professional, business",From 1 to 3 nights,Air,,,40538.0,
Cyprus,2021,,Personal reasons,4 nights or over,Air,,,307323.0,
Cyprus,2021,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,271237.0,
Cyprus,2021,,Personal reasons,From 1 to 3 nights,Air,,,76395.0,
Cyprus,2021,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,19910.0,
Cyprus,2021,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1566581.0,
Cyprus,2021,,"Professional, business",4 nights or over,Air,,,56136.0,
Cyprus,2022,,Personal reasons,4 nights or over,Air,,,802044.0,
Cyprus,2022,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,310096.0,
Cyprus,2022,,Personal reasons,From 1 to 3 nights,Air,,,258192.0,
Cyprus,2022,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,31775.0,
Cyprus,2022,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1312901.0,
Cyprus,2022,,"Professional, business",4 nights or over,Air,,,80620.0,
Cyprus,2022,,"Professional, business",From 1 to 3 nights,Air,,,86900.0,
Cyprus,2023,,Personal reasons,4 nights or over,Air,,,1083133.0,
Cyprus,2023,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,276254.0,
Cyprus,2023,,Personal reasons,From 1 to 3 nights,Air,,,343048.0,
Cyprus,2023,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,34249.0,
Cyprus,2023,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,1217659.0,
Cyprus,2023,,"Professional, business",4 nights or over,Air,,,128736.0,
Cyprus,2023,,"Professional, business",From 1 to 3 nights,Air,,,110808.0,
Cyprus,2023,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,26235.0,
Czechia,2012,,Personal reasons,4 nights or over,Air,,,1663360.0,
Czechia,2012,,Personal reasons,4 nights or over,"Buses, coaches",,,1399276.0,
Czechia,2012,,Personal reasons,4 nights or over,Other land,,,68633.0,
Czechia,2012,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,7709420.0,
Czechia,2012,,Personal reasons,4 nights or over,Railways,,,886214.0,
Czechia,2012,,Personal reasons,From 1 to 3 nights,Air,,,87583.0,
Czechia,2012,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,1903927.0,
Czechia,2012,,Personal reasons,From 1 to 3 nights,Other land,,,114141.0,
Czechia,2012,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,15933307.0,
Czechia,2012,,Personal reasons,From 1 to 3 nights,Railways,,,1640451.0,
Czechia,2012,,"Professional, business",4 nights or over,Air,,,88487.0,
Czechia,2012,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,146779.0,
Czechia,2012,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,906932.0,
Czechia,2012,,"Professional, business",From 1 to 3 nights,Railways,,,117162.0,
Czechia,2013,,Personal reasons,4 nights or over,Air,,,1587305.0,
Czechia,2013,,Personal reasons,4 nights or over,"Buses, coaches",,,1269053.0,
Czechia,2013,,Personal reasons,4 nights or over,Other land,,,64735.0,
Czechia,2013,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,7689641.0,
Czechia,2013,,Personal reasons,4 nights or over,Railways,,,668121.0,
Czechia,2013,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,1977638.0,
Czechia,2013,,Personal reasons,From 1 to 3 nights,Other land,,,136690.0,
Czechia,2013,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,14840494.0,
Czechia,2013,,Personal reasons,From 1 to 3 nights,Railways,,,1317851.0,
Czechia,2013,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,192933.0,
Czechia,2013,,"Professional, business",From 1 to 3 nights,Air,,,96977.0,
Czechia,2013,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,93644.0,
Czechia,2013,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,969390.0,
Czechia,2013,,"Professional, business",From 1 to 3 nights,Railways,,,179421.0,
Czechia,2014,,Personal reasons,4 nights or over,Air,,,1348283.0,
Czechia,2014,,Personal reasons,4 nights or over,"Buses, coaches",,,1385249.0,
Czechia,2014,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,8362014.0,
Czechia,2014,,Personal reasons,4 nights or over,Railways,,,585358.0,
Czechia,2014,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,1401220.0,
Czechia,2014,,Personal reasons,From 1 to 3 nights,Other land,,,167366.0,
Czechia,2014,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,16668849.0,
Czechia,2014,,Personal reasons,From 1 to 3 nights,Railways,,,1395922.0,
Czechia,2014,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,144505.0,
Czechia,2014,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,102212.0,
Czechia,2014,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,680025.0,
Czechia,2014,,"Professional, business",From 1 to 3 nights,Railways,,,117518.0,
Czechia,2015,,Personal reasons,4 nights or over,Air,,,1274875.0,
Czechia,2015,,Personal reasons,4 nights or over,"Buses, coaches",,,1286363.0,
Czechia,2015,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,8114696.0,
Czechia,2015,,Personal reasons,4 nights or over,Railways,,,600431.0,
Czechia,2015,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,1575276.0,
Czechia,2015,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,14614549.0,
Czechia,2015,,Personal reasons,From 1 to 3 nights,Railways,,,1165787.0,
Czechia,2015,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,148476.0,
Czechia,2015,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,661743.0,
Czechia,2016,,Personal reasons,4 nights or over,Air,,,1414002.0,
Czechia,2016,,Personal reasons,4 nights or over,"Buses, coaches",,,1084299.0,
Czechia,2016,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,9277793.0,
Czechia,2016,,Personal reasons,4 nights or over,Railways,,,827098.0,
Czechia,2016,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,1234507.0,
Czechia,2016,,Personal reasons,From 1 to 3 nights,Other land,,,107709.0,
Czechia,2016,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,16290215.0,
Czechia,2016,,Personal reasons,From 1 to 3 nights,Railways,,,1280937.0,
Czechia,2016,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,165426.0,
Czechia,2016,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,89467.0,
Czechia,2016,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,953014.0,
Czechia,2016,,"Professional, business",From 1 to 3 nights,Railways,,,103748.0,
Czechia,2017,,Personal reasons,4 nights or over,Air,,,1819473.0,
Czechia,2017,,Personal reasons,4 nights or over,"Buses, coaches",,,1277173.0,
Czechia,2017,,Personal reasons,4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,9233413.0,
Czechia,2017,,Personal reasons,4 nights or over,Railways,,,621312.0,
Czechia,2017,,Personal reasons,From 1 to 3 nights,"Buses, coaches",,,1556847.0,
Czechia,2017,,Personal reasons,From 1 to 3 nights,Other land,,,66184.0,
Czechia,2017,,Personal reasons,From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,18195601.0,
Czechia,2017,,Personal reasons,From 1 to 3 nights,Railways,,,1539765.0,
Czechia,2017,,"Professional, business",4 nights or over,Air,,,111643.0,
Czechia,2017,,"Professional, business",4 nights or over,Passenger road motor vehicles excluding buses and coaches,,,190390.0,
Czechia,2017,,"Professional, business",From 1 to 3 nights,"Buses, coaches",,,80737.0,
Czechia,2017,,"Professional, business",From 1 to 3 nights,Passenger road motor vehicles excluding buses and coaches,,,820880.0,
Czechia,2017,,"Professional, business",From 1 to 3 nights,Railways,,,89754.0,
