freq,c_dest,purpose,duration,unit,geo,time,value
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2012,818977006.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2013,795564577.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2014,780507241.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2015,769598755.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2016,791264523.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2017,812968788.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2018,822079466.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2019,827420229.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2020,608631759.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2021,739491398.0
A,DOM,TOTAL,N_GE1,NR,EU27_2020,2022,813022185.0
A,DOM,TOTAL,N_GE1,NR,EA20,2012,663236582.0
A,DOM,TOTAL,N_GE1,NR,EA20,2013,641660501.0
A,DOM,TOTAL,N_GE1,NR,EA20,2014,629260545.0
A,DOM,TOTAL,N_GE1,NR,EA20,2015,618970109.0
A,DOM,TOTAL,N_GE1,NR,EA20,2016,634152264.0
A,DOM,TOTAL,N_GE1,NR,EA20,2017,647023146.0
A,DOM,TOTAL,N_GE1,NR,EA20,2018,666347453.0
A,DOM,TOTAL,N_GE1,NR,EA20,2019,660501451.0
A,DOM,TOTAL,N_GE1,NR,EA20,2020,461861430.0
A,DOM,TOTAL,N_GE1,NR,EA20,2021,578303886.0
A,DOM,TOTAL,N_GE1,NR,EA20,2022,625646100.0
A,DOM,TOTAL,N_GE1,NR,BE,2012,2778657.0
A,DOM,TOTAL,N_GE1,NR,BE,2013,2653282.0
A,DOM,TOTAL,N_GE1,NR,BE,2014,2253573.0
A,DOM,TOTAL,N_GE1,NR,BE,2015,3246955.0
A,DOM,TOTAL,N_GE1,NR,BE,2016,2930427.0
A,DOM,TOTAL,N_GE1,NR,BE,2017,3061597.0
A,DOM,TOTAL,N_GE1,NR,BE,2018,3794289.0
A,DOM,TOTAL,N_GE1,NR,BE,2019,4116400.0
A,DOM,TOTAL,N_GE1,NR,BE,2020,3372721.0
A,DOM,TOTAL,N_GE1,NR,BE,2021,5376426.0
A,DOM,TOTAL,N_GE1,NR,BE,2022,4622248.0
A,DOM,TOTAL,N_GE1,NR,BG,2012,3106970.0
A,DOM,TOTAL,N_GE1,NR,BG,2013,3413263.0
A,DOM,TOTAL,N_GE1,NR,BG,2014,3170122.0
A,DOM,TOTAL,N_GE1,NR,BG,2015,2539380.0
A,DOM,TOTAL,N_GE1,NR,BG,2016,2988779.0
A,DOM,TOTAL,N_GE1,NR,BG,2017,4704827.0
A,DOM,TOTAL,N_GE1,NR,BG,2018,4149976.0
A,DOM,TOTAL,N_GE1,NR,BG,2019,3815682.0
A,DOM,TOTAL,N_GE1,NR,BG,2020,2303932.0
A,DOM,TOTAL,N_GE1,NR,BG,2021,2960691.0
A,DOM,TOTAL,N_GE1,NR,BG,2022,3434713.0
A,DOM,TOTAL,N_GE1,NR,CZ,2012,26880529.0
A,DOM,TOTAL,N_GE1,NR,CZ,2013,25498631.0
A,DOM,TOTAL,N_GE1,NR,CZ,2014,27042044.0
A,DOM,TOTAL,N_GE1,NR,CZ,2015,23963745.0
A,DOM,TOTAL,N_GE1,NR,CZ,2016,27039686.0
A,DOM,TOTAL,N_GE1,NR,CZ,2017,29039480.0
A,DOM,TOTAL,N_GE1,NR,CZ,2018,27179148.0
A,DOM,TOTAL,N_GE1,NR,CZ,2019,27477216.0
A,DOM,TOTAL,N_GE1,NR,CZ,2020,20691700.0
A,DOM,TOTAL,N_GE1,NR,CZ,2021,22722445.0
A,DOM,TOTAL,N_GE1,NR,CZ,2022,26148995.0
A,DOM,TOTAL,N_GE1,NR,DK,2012,21406716.0
A,DOM,TOTAL,N_GE1,NR,DK,2013,23590042.0
A,DOM,TOTAL,N_GE1,NR,DK,2014,23873536.0
A,DOM,TOTAL,N_GE1,NR,DK,2015,24370632.0
A,DOM,TOTAL,N_GE1,NR,DK,2016,21742839.0
A,DOM,TOTAL,N_GE1,NR,DK,2017,18885602.0
A,DOM,TOTAL,N_GE1,NR,DK,2018,11922150.0
A,DOM,TOTAL,N_GE1,NR,DK,2019,18931922.0
A,DOM,TOTAL,N_GE1,NR,DK,2020,16641318.0
A,DOM,TOTAL,N_GE1,NR,DK,2021,13166419.0
A,DOM,TOTAL,N_GE1,NR,DE,2012,164795239.0
A,DOM,TOTAL,N_GE1,NR,DE,2013,161123466.0
A,DOM,TOTAL,N_GE1,NR,DE,2014,153901939.0
A,DOM,TOTAL,N_GE1,NR,DE,2015,164138592.0
A,DOM,TOTAL,N_GE1,NR,DE,2016,164682477.0
A,DOM,TOTAL,N_GE1,NR,DE,2017,151175053.0
A,DOM,TOTAL,N_GE1,NR,DE,2018,159337582.0
A,DOM,TOTAL,N_GE1,NR,DE,2019,160984920.0
A,DOM,TOTAL,N_GE1,NR,DE,2020,109295843.0
A,DOM,TOTAL,N_GE1,NR,DE,2021,129490949.0
A,DOM,TOTAL,N_GE1,NR,DE,2022,135068582.0
A,DOM,TOTAL,N_GE1,NR,EE,2012,1761052.0
A,DOM,TOTAL,N_GE1,NR,EE,2013,1733585.0
A,DOM,TOTAL,N_GE1,NR,EE,2014,2572332.0
A,DOM,TOTAL,N_GE1,NR,EE,2015,2704379.0
A,DOM,TOTAL,N_GE1,NR,EE,2016,3253584.0
A,DOM,TOTAL,N_GE1,NR,EE,2017,3276711.0
A,DOM,TOTAL,N_GE1,NR,EE,2018,4399062.0
A,DOM,TOTAL,N_GE1,NR,EE,2019,3486296.0
A,DOM,TOTAL,N_GE1,NR,EE,2020,2135638.0
A,DOM,TOTAL,N_GE1,NR,EE,2021,2266531.0
A,DOM,TOTAL,N_GE1,NR,EE,2022,2639870.0
A,DOM,TOTAL,N_GE1,NR,IE,2012,6450242.0
A,DOM,TOTAL,N_GE1,NR,IE,2013,6547855.0
A,DOM,TOTAL,N_GE1,NR,IE,2014,6885695.0
A,DOM,TOTAL,N_GE1,NR,IE,2015,6920667.0
A,DOM,TOTAL,N_GE1,NR,IE,2016,7254642.0
A,DOM,TOTAL,N_GE1,NR,IE,2017,7575146.0
A,DOM,TOTAL,N_GE1,NR,IE,2018,8597288.0
A,DOM,TOTAL,N_GE1,NR,IE,2019,9118924.0
A,DOM,TOTAL,N_GE1,NR,IE,2020,6085260.0
A,DOM,TOTAL,N_GE1,NR,IE,2021,4441076.0
A,DOM,TOTAL,N_GE1,NR,IE,2022,10517093.0
A,DOM,TOTAL,N_GE1,NR,EL,2012,6506654.0
A,DOM,TOTAL,N_GE1,NR,EL,2013,4913730.0
A,DOM,TOTAL,N_GE1,NR,EL,2014,5621981.0
A,DOM,TOTAL,N_GE1,NR,EL,2015,5111088.0
A,DOM,TOTAL,N_GE1,NR,EL,2016,4872798.0
A,DOM,TOTAL,N_GE1,NR,EL,2017,5492233.0
A,DOM,TOTAL,N_GE1,NR,EL,2018,5690818.0
A,DOM,TOTAL,N_GE1,NR,EL,2019,5180116.0
A,DOM,TOTAL,N_GE1,NR,EL,2020,4447495.0
A,DOM,TOTAL,N_GE1,NR,EL,2021,4832849.0
A,DOM,TOTAL,N_GE1,NR,EL,2022,5990073.0
A,DOM,TOTAL,N_GE1,NR,ES,2012,126231754.0
A,DOM,TOTAL,N_GE1,NR,ES,2013,122373916.0
A,DOM,TOTAL,N_GE1,NR,ES,2014,117619961.0
A,DOM,TOTAL,N_GE1,NR,ES,2015,123922962.0
A,DOM,TOTAL,N_GE1,NR,ES,2016,132200905.0
A,DOM,TOTAL,N_GE1,NR,ES,2017,138356811.0
A,DOM,TOTAL,N_GE1,NR,ES,2018,138937957.0
A,DOM,TOTAL,N_GE1,NR,ES,2019,137191009.0
A,DOM,TOTAL,N_GE1,NR,ES,2020,74749663.0
A,DOM,TOTAL,N_GE1,NR,ES,2021,107727044.0
A,DOM,TOTAL,N_GE1,NR,ES,2022,124602722.0
A,DOM,TOTAL,N_GE1,NR,FR,2012,200379660.0
A,DOM,TOTAL,N_GE1,NR,FR,2013,199530099.0
A,DOM,TOTAL,N_GE1,NR,FR,2014,198929164.0
A,DOM,TOTAL,N_GE1,NR,FR,2015,175366181.0
A,DOM,TOTAL,N_GE1,NR,FR,2016,172473304.0
A,DOM,TOTAL,N_GE1,NR,FR,2017,192363960.0
A,DOM,TOTAL,N_GE1,NR,FR,2018,190570732.0
A,DOM,TOTAL,N_GE1,NR,FR,2019,186941827.0
A,DOM,TOTAL,N_GE1,NR,FR,2020,152200371.0
A,DOM,TOTAL,N_GE1,NR,FR,2021,187657385.0
A,DOM,TOTAL,N_GE1,NR,FR,2022,202475552.0
A,DOM,TOTAL,N_GE1,NR,HR,2012,6055907.0
A,DOM,TOTAL,N_GE1,NR,HR,2013,6224881.0
A,DOM,TOTAL,N_GE1,NR,HR,2014,5410179.0
A,DOM,TOTAL,N_GE1,NR,HR,2015,4039589.0
A,DOM,TOTAL,N_GE1,NR,HR,2016,2926409.0
A,DOM,TOTAL,N_GE1,NR,HR,2017,2976420.0
A,DOM,TOTAL,N_GE1,NR,HR,2018,3197253.0
A,DOM,TOTAL,N_GE1,NR,HR,2019,3708275.0
A,DOM,TOTAL,N_GE1,NR,HR,2020,2510249.0
A,DOM,TOTAL,N_GE1,NR,HR,2021,3278070.0
A,DOM,TOTAL,N_GE1,NR,HR,2022,3148238.0
A,DOM,TOTAL,N_GE1,NR,IT,2012,50614621.0
A,DOM,TOTAL,N_GE1,NR,IT,2013,40815094.0
A,DOM,TOTAL,N_GE1,NR,IT,2014,43516686.0
A,DOM,TOTAL,N_GE1,NR,IT,2015,40676346.0
A,DOM,TOTAL,N_GE1,NR,IT,2016,47137014.0
A,DOM,TOTAL,N_GE1,NR,IT,2017,45046373.0
A,DOM,TOTAL,N_GE1,NR,IT,2018,53850080.0
A,DOM,TOTAL,N_GE1,NR,IT,2019,47582528.0
A,DOM,TOTAL,N_GE1,NR,IT,2020,29134016.0
A,DOM,TOTAL,N_GE1,NR,IT,2021,32361461.0
A,DOM,TOTAL,N_GE1,NR,IT,2022,38008674.0
A,DOM,TOTAL,N_GE1,NR,CY,2012,1369788.0
A,DOM,TOTAL,N_GE1,NR,CY,2013,1303855.0
A,DOM,TOTAL,N_GE1,NR,CY,2014,1297214.0
A,DOM,TOTAL,N_GE1,NR,CY,2015,1303055.0
A,DOM,TOTAL,N_GE1,NR,CY,2016,1374634.0
A,DOM,TOTAL,N_GE1,NR,CY,2017,1393032.0
A,DOM,TOTAL,N_GE1,NR,CY,2018,1566420.0
A,DOM,TOTAL,N_GE1,NR,CY,2019,1636627.0
A,DOM,TOTAL,N_GE1,NR,CY,2020,1698743.0
A,DOM,TOTAL,N_GE1,NR,CY,2021,1870923.0
A,DOM,TOTAL,N_GE1,NR,CY,2022,1689154.0
A,DOM,TOTAL,N_GE1,NR,LV,2012,3796070.0
A,DOM,TOTAL,N_GE1,NR,LV,2013,3156196.0
A,DOM,TOTAL,N_GE1,NR,LV,2014,3257763.0
A,DOM,TOTAL,N_GE1,NR,LV,2015,2972204.0
A,DOM,TOTAL,N_GE1,NR,LV,2016,3070273.0
A,DOM,TOTAL,N_GE1,NR,LV,2017,2942355.0
A,DOM,TOTAL,N_GE1,NR,LV,2018,2583637.0
A,DOM,TOTAL,N_GE1,NR,LV,2019,2500924.0
A,DOM,TOTAL,N_GE1,NR,LV,2020,1366949.0
A,DOM,TOTAL,N_GE1,NR,LV,2021,2392349.0
A,DOM,TOTAL,N_GE1,NR,LV,2022,2828190.0
A,DOM,TOTAL,N_GE1,NR,LT,2012,2515457.0
A,DOM,TOTAL,N_GE1,NR,LT,2013,2588650.0
A,DOM,TOTAL,N_GE1,NR,LT,2014,2649216.0
A,DOM,TOTAL,N_GE1,NR,LT,2015,2663154.0
A,DOM,TOTAL,N_GE1,NR,LT,2016,2554103.0
A,DOM,TOTAL,N_GE1,NR,LT,2017,2528015.0
A,DOM,TOTAL,N_GE1,NR,LT,2018,2640801.0
A,DOM,TOTAL,N_GE1,NR,LT,2019,2826940.0
A,DOM,TOTAL,N_GE1,NR,LT,2020,2437675.0
A,DOM,TOTAL,N_GE1,NR,LT,2021,3089753.0
A,DOM,TOTAL,N_GE1,NR,LT,2022,3595009.0
A,DOM,TOTAL,N_GE1,NR,LU,2012,48213.0
A,DOM,TOTAL,N_GE1,NR,LU,2013,55172.0
A,DOM,TOTAL,N_GE1,NR,LU,2014,30202.0
A,DOM,TOTAL,N_GE1,NR,LU,2015,24906.0
A,DOM,TOTAL,N_GE1,NR,LU,2016,19247.0
A,DOM,TOTAL,N_GE1,NR,LU,2017,69997.0
A,DOM,TOTAL,N_GE1,NR,LU,2018,45453.0
A,DOM,TOTAL,N_GE1,NR,LU,2019,35472.0
A,DOM,TOTAL,N_GE1,NR,LU,2020,139705.0
A,DOM,TOTAL,N_GE1,NR,LU,2021,151346.0
A,DOM,TOTAL,N_GE1,NR,LU,2022,165180.0
A,DOM,TOTAL,N_GE1,NR,HU,2012,14443023.0
A,DOM,TOTAL,N_GE1,NR,HU,2013,11911423.0
A,DOM,TOTAL,N_GE1,NR,HU,2014,12583784.0
A,DOM,TOTAL,N_GE1,NR,HU,2015,12627043.0
A,DOM,TOTAL,N_GE1,NR,HU,2016,11999436.0
A,DOM,TOTAL,N_GE1,NR,HU,2017,12116200.0
A,DOM,TOTAL,N_GE1,NR,HU,2018,11914741.0
A,DOM,TOTAL,N_GE1,NR,HU,2019,11983819.0
A,DOM,TOTAL,N_GE1,NR,HU,2020,7496190.0
A,DOM,TOTAL,N_GE1,NR,HU,2021,8435129.0
A,DOM,TOTAL,N_GE1,NR,HU,2022,10612325.0
A,DOM,TOTAL,N_GE1,NR,MT,2012,204913.0
A,DOM,TOTAL,N_GE1,NR,MT,2013,189805.0
A,DOM,TOTAL,N_GE1,NR,MT,2014,200383.0
A,DOM,TOTAL,N_GE1,NR,MT,2015,203584.0
A,DOM,TOTAL,N_GE1,NR,MT,2016,310295.0
A,DOM,TOTAL,N_GE1,NR,MT,2017,260763.0
A,DOM,TOTAL,N_GE1,NR,MT,2018,245477.0
A,DOM,TOTAL,N_GE1,NR,MT,2019,237238.0
A,DOM,TOTAL,N_GE1,NR,MT,2020,360460.0
A,DOM,TOTAL,N_GE1,NR,MT,2021,388510.0
A,DOM,TOTAL,N_GE1,NR,MT,2022,369000.0
A,DOM,TOTAL,N_GE1,NR,NL,2012,28639911.0
A,DOM,TOTAL,N_GE1,NR,NL,2013,25839912.0
A,DOM,TOTAL,N_GE1,NR,NL,2014,24777935.0
A,DOM,TOTAL,N_GE1,NR,NL,2015,24156207.0
A,DOM,TOTAL,N_GE1,NR,NL,2016,24505045.0
A,DOM,TOTAL,N_GE1,NR,NL,2017,24289009.0
A,DOM,TOTAL,N_GE1,NR,NL,2018,23455768.0
A,DOM,TOTAL,N_GE1,NR,NL,2019,24476490.0
A,DOM,TOTAL,N_GE1,NR,NL,2020,20773689.0
A,DOM,TOTAL,N_GE1,NR,NL,2021,31080303.0
A,DOM,TOTAL,N_GE1,NR,NL,2022,21489855.0
A,DOM,TOTAL,N_GE1,NR,AT,2012,10961855.0
A,DOM,TOTAL,N_GE1,NR,AT,2013,11729815.0
A,DOM,TOTAL,N_GE1,NR,AT,2014,11476014.0
A,DOM,TOTAL,N_GE1,NR,AT,2015,11087743.0
A,DOM,TOTAL,N_GE1,NR,AT,2016,12026916.0
A,DOM,TOTAL,N_GE1,NR,AT,2017,11593905.0
A,DOM,TOTAL,N_GE1,NR,AT,2018,12410371.0
A,DOM,TOTAL,N_GE1,NR,AT,2019,12935677.0
A,DOM,TOTAL,N_GE1,NR,AT,2020,10387417.0
A,DOM,TOTAL,N_GE1,NR,AT,2021,10756238.0
A,DOM,TOTAL,N_GE1,NR,AT,2022,14652513.0
A,DOM,TOTAL,N_GE1,NR,PL,2012,42988357.0
A,DOM,TOTAL,N_GE1,NR,PL,2013,42521907.0
A,DOM,TOTAL,N_GE1,NR,PL,2014,38387005.0
A,DOM,TOTAL,N_GE1,NR,PL,2015,39870456.0
A,DOM,TOTAL,N_GE1,NR,PL,2016,43600324.0
A,DOM,TOTAL,N_GE1,NR,PL,2017,45952310.0
A,DOM,TOTAL,N_GE1,NR,PL,2018,47736329.0
A,DOM,TOTAL,N_GE1,NR,PL,2019,50018234.0
A,DOM,TOTAL,N_GE1,NR,PL,2020,38570417.0
A,DOM,TOTAL,N_GE1,NR,PL,2021,46277646.0
A,DOM,TOTAL,N_GE1,NR,PL,2022,51701833.0
A,DOM,TOTAL,N_GE1,NR,PT,2012,12670201.0
A,DOM,TOTAL,N_GE1,NR,PT,2013,13611143.0
A,DOM,TOTAL,N_GE1,NR,PT,2014,13195293.0
A,DOM,TOTAL,N_GE1,NR,PT,2015,14148435.0
A,DOM,TOTAL,N_GE1,NR,PT,2016,14322773.0
A,DOM,TOTAL,N_GE1,NR,PT,2017,15546387.0
A,DOM,TOTAL,N_GE1,NR,PT,2018,16134172.0
A,DOM,TOTAL,N_GE1,NR,PT,2019,17792603.0
A,DOM,TOTAL,N_GE1,NR,PT,2020,11743097.0
A,DOM,TOTAL,N_GE1,NR,PT,2021,13753581.0
A,DOM,TOTAL,N_GE1,NR,PT,2022,16765837.0
A,DOM,TOTAL,N_GE1,NR,RO,2012,16050900.0
A,DOM,TOTAL,N_GE1,NR,RO,2013,16721920.0
A,DOM,TOTAL,N_GE1,NR,RO,2014,16358249.0
A,DOM,TOTAL,N_GE1,NR,RO,2015,15731511.0
A,DOM,TOTAL,N_GE1,NR,RO,2016,16248176.0
A,DOM,TOTAL,N_GE1,NR,RO,2017,16831296.0
A,DOM,TOTAL,N_GE1,NR,RO,2018,17143760.0
A,DOM,TOTAL,N_GE1,NR,RO,2019,17800679.0
A,DOM,TOTAL,N_GE1,NR,RO,2020,11235841.0
A,DOM,TOTAL,N_GE1,NR,RO,2021,16439823.0
A,DOM,TOTAL,N_GE1,NR,RO,2022,16820104.0
A,DOM,TOTAL,N_GE1,NR,SI,2012,2064610.0
A,DOM,TOTAL,N_GE1,NR,SI,2013,2025334.0
A,DOM,TOTAL,N_GE1,NR,SI,2014,1888108.0
A,DOM,TOTAL,N_GE1,NR,SI,2015,1533254.0
A,DOM,TOTAL,N_GE1,NR,SI,2016,1719761.0
A,DOM,TOTAL,N_GE1,NR,SI,2017,1812820.0
A,DOM,TOTAL,N_GE1,NR,SI,2018,2003138.0
A,DOM,TOTAL,N_GE1,NR,SI,2019,1742254.0
A,DOM,TOTAL,N_GE1,NR,SI,2020,1263351.0
A,DOM,TOTAL,N_GE1,NR,SI,2021,3252691.0
A,DOM,TOTAL,N_GE1,NR,SI,2022,2772562.0
A,DOM,TOTAL,N_GE1,NR,SK,2012,4477078.0
A,DOM,TOTAL,N_GE1,NR,SK,2013,4765491.0
A,DOM,TOTAL,N_GE1,NR,SK,2014,4931973.0
A,DOM,TOTAL,N_GE1,NR,SK,2015,5594954.0
A,DOM,TOTAL,N_GE1,NR,SK,2016,6727776.0
A,DOM,TOTAL,N_GE1,NR,SK,2017,7100131.0
A,DOM,TOTAL,N_GE1,NR,SK,2018,7761392.0
A,DOM,TOTAL,N_GE1,NR,SK,2019,8689935.0
A,DOM,TOTAL,N_GE1,NR,SK,2020,4417848.0
A,DOM,TOTAL,N_GE1,NR,SK,2021,4749846.0
A,DOM,TOTAL,N_GE1,NR,SK,2022,7142078.0
A,DOM,TOTAL,N_GE1,NR,FI,2012,30914699.0
A,DOM,TOTAL,N_GE1,NR,FI,2013,30479221.0
A,DOM,TOTAL,N_GE1,NR,FI,2014,28844933.0
A,DOM,TOTAL,N_GE1,NR,FI,2015,29155853.0
A,DOM,TOTAL,N_GE1,NR,FI,2016,29789881.0
A,DOM,TOTAL,N_GE1,NR,FI,2017,30162427.0
A,DOM,TOTAL,N_GE1,NR,FI,2018,29125765.0
A,DOM,TOTAL,N_GE1,NR,FI,2019,29316995.0
A,DOM,TOTAL,N_GE1,NR,FI,2020,23341239.0
A,DOM,TOTAL,N_GE1,NR,FI,2021,29386551.0
A,DOM,TOTAL,N_GE1,NR,FI,2022,27103670.0
A,DOM,TOTAL,N_GE1,NR,SE,2014,29831956.0
A,DOM,TOTAL,N_GE1,NR,SE,2015,31525879.0
A,DOM,TOTAL,N_GE1,NR,SE,2016,33493020.0
A,DOM,TOTAL,N_GE1,NR,SE,2017,38415926.0
A,DOM,TOTAL,N_GE1,NR,SE,2018,35685909.0
A,DOM,TOTAL,N_GE1,NR,SE,2019,36891226.0
A,DOM,TOTAL,N_GE1,NR,SE,2020,49830932.0
A,DOM,TOTAL,N_GE1,NR,SE,2021,51185360.0
A,DOM,TOTAL,N_GE1,NR,SE,2022,62400828.0
A,DOM,TOTAL,N_GE1,NR,NO,2013,12236124.0
A,DOM,TOTAL,N_GE1,NR,NO,2014,15462534.0
A,DOM,TOTAL,N_GE1,NR,NO,2015,13797994.0
A,DOM,TOTAL,N_GE1,NR,NO,2016,13766384.0
A,DOM,TOTAL,N_GE1,NR,NO,2017,15108957.0
A,DOM,TOTAL,N_GE1,NR,NO,2018,18997913.0
A,DOM,TOTAL,N_GE1,NR,NO,2021,20640098.0
A,DOM,TOTAL,N_GE1,NR,CH,2012,6653495.0
A,DOM,TOTAL,N_GE1,NR,CH,2013,7227111.0
A,DOM,TOTAL,N_GE1,NR,CH,2014,6525564.0
A,DOM,TOTAL,N_GE1,NR,CH,2015,6544539.0
A,DOM,TOTAL,N_GE1,NR,CH,2016,6377212.0
A,DOM,TOTAL,N_GE1,NR,CH,2017,6795039.0
A,DOM,TOTAL,N_GE1,NR,CH,2018,6660947.0
A,DOM,TOTAL,N_GE1,NR,CH,2019,6540603.0
A,DOM,TOTAL,N_GE1,NR,CH,2020,7202101.0
A,DOM,TOTAL,N_GE1,NR,CH,2021,7631117.0
A,DOM,TOTAL,N_GE1,NR,CH,2022,7167832.0
A,DOM,TOTAL,N_GE1,NR,UK,2012,110402202.0
A,DOM,TOTAL,N_GE1,NR,UK,2013,107135644.0
A,DOM,TOTAL,N_GE1,NR,ME,2016,962975.0
A,DOM,TOTAL,N_GE1,NR,ME,2017,879093.0
A,DOM,TOTAL,N_GE1,NR,MK,2019,177331.0
A,DOM,TOTAL,N_GE1,NR,MK,2020,211703.0
A,DOM,TOTAL,N_GE1,NR,MK,2021,206566.0
A,DOM,TOTAL,N_GE1,NR,AL,2017,3613521.0
A,DOM,TOTAL,N_GE1,NR,AL,2019,4317025.0
A,DOM,TOTAL,N_GE1,NR,AL,2020,2920284.0
A,DOM,TOTAL,N_GE1,NR,RS,2018,1113441.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2012,546916792.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2013,528543842.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2014,519285697.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2015,517729071.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2016,532411934.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2017,549405730.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2018,550375727.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2019,556420628.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2020,387698517.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2021,477038644.0
A,DOM,TOTAL,N1-3,NR,EU27_2020,2022,536442327.0
A,DOM,TOTAL,N1-3,NR,EA20,2012,436415150.0
A,DOM,TOTAL,N1-3,NR,EA20,2013,420082674.0
A,DOM,TOTAL,N1-3,NR,EA20,2014,411552670.0
A,DOM,TOTAL,N1-3,NR,EA20,2015,410668111.0
A,DOM,TOTAL,N1-3,NR,EA20,2016,421541824.0
A,DOM,TOTAL,N1-3,NR,EA20,2017,434945660.0
A,DOM,TOTAL,N1-3,NR,EA20,2018,445818037.0
A,DOM,TOTAL,N1-3,NR,EA20,2019,444775073.0
A,DOM,TOTAL,N1-3,NR,EA20,2020,289047842.0
A,DOM,TOTAL,N1-3,NR,EA20,2021,370240390.0
A,DOM,TOTAL,N1-3,NR,EA20,2022,409429100.0
A,DOM,TOTAL,N1-3,NR,BE,2012,1697142.0
A,DOM,TOTAL,N1-3,NR,BE,2013,1732946.0
A,DOM,TOTAL,N1-3,NR,BE,2014,1471022.0
A,DOM,TOTAL,N1-3,NR,BE,2015,2325916.0
A,DOM,TOTAL,N1-3,NR,BE,2016,1798548.0
A,DOM,TOTAL,N1-3,NR,BE,2017,2270122.0
A,DOM,TOTAL,N1-3,NR,BE,2018,2647260.0
A,DOM,TOTAL,N1-3,NR,BE,2019,2960637.0
A,DOM,TOTAL,N1-3,NR,BE,2020,2273986.0
A,DOM,TOTAL,N1-3,NR,BE,2021,3726987.0
A,DOM,TOTAL,N1-3,NR,BE,2022,3447837.0
A,DOM,TOTAL,N1-3,NR,BG,2012,2012930.0
A,DOM,TOTAL,N1-3,NR,BG,2013,1980197.0
A,DOM,TOTAL,N1-3,NR,BG,2014,1987493.0
A,DOM,TOTAL,N1-3,NR,BG,2015,1511811.0
A,DOM,TOTAL,N1-3,NR,BG,2016,1680744.0
A,DOM,TOTAL,N1-3,NR,BG,2017,2848989.0
A,DOM,TOTAL,N1-3,NR,BG,2018,2444713.0
A,DOM,TOTAL,N1-3,NR,BG,2019,2305355.0
A,DOM,TOTAL,N1-3,NR,BG,2020,1257282.0
A,DOM,TOTAL,N1-3,NR,BG,2021,1719952.0
A,DOM,TOTAL,N1-3,NR,BG,2022,2057467.0
A,DOM,TOTAL,N1-3,NR,CZ,2012,19422758.0
A,DOM,TOTAL,N1-3,NR,CZ,2013,18224443.0
A,DOM,TOTAL,N1-3,NR,CZ,2014,19239515.0
A,DOM,TOTAL,N1-3,NR,CZ,2015,16811281.0
A,DOM,TOTAL,N1-3,NR,CZ,2016,18550347.0
A,DOM,TOTAL,N1-3,NR,CZ,2017,20829585.0
A,DOM,TOTAL,N1-3,NR,CZ,2018,19241539.0
A,DOM,TOTAL,N1-3,NR,CZ,2019,18961630.0
A,DOM,TOTAL,N1-3,NR,CZ,2020,12995005.0
A,DOM,TOTAL,N1-3,NR,CZ,2021,14871867.0
A,DOM,TOTAL,N1-3,NR,CZ,2022,18014259.0
A,DOM,TOTAL,N1-3,NR,DK,2012,18239244.0
A,DOM,TOTAL,N1-3,NR,DK,2013,20432061.0
A,DOM,TOTAL,N1-3,NR,DK,2014,20404298.0
A,DOM,TOTAL,N1-3,NR,DK,2015,20791374.0
A,DOM,TOTAL,N1-3,NR,DK,2016,18467857.0
A,DOM,TOTAL,N1-3,NR,DK,2017,15342775.0
A,DOM,TOTAL,N1-3,NR,DK,2018,8306511.0
A,DOM,TOTAL,N1-3,NR,DK,2019,14156210.0
A,DOM,TOTAL,N1-3,NR,DK,2020,12255648.0
A,DOM,TOTAL,N1-3,NR,DK,2021,9666790.0
A,DOM,TOTAL,N1-3,NR,DE,2012,113781018.0
A,DOM,TOTAL,N1-3,NR,DE,2013,112043116.0
A,DOM,TOTAL,N1-3,NR,DE,2014,103559613.0
A,DOM,TOTAL,N1-3,NR,DE,2015,111600930.0
A,DOM,TOTAL,N1-3,NR,DE,2016,112202729.0
A,DOM,TOTAL,N1-3,NR,DE,2017,103063805.0
A,DOM,TOTAL,N1-3,NR,DE,2018,107049943.0
A,DOM,TOTAL,N1-3,NR,DE,2019,109578404.0
A,DOM,TOTAL,N1-3,NR,DE,2020,70614778.0
A,DOM,TOTAL,N1-3,NR,DE,2021,83575356.0
A,DOM,TOTAL,N1-3,NR,DE,2022,85491932.0
A,DOM,TOTAL,N1-3,NR,EE,2012,1501817.0
