country_id,country_name,year,accommodation,purpose,duration,transport,destination,value_accomodation,value_transport,value_destination,arrivals_million
3,France,2012,"Non-rented accommodation: accommodation provided without charge by relatives or friends",NULL,NULL,NULL,NULL,115554593.0000,NULL,NULL,82.00
3,France,2012,"Non-rented accommodation: other",NULL,NULL,NULL,NULL,5343480.0000,NULL,NULL,82.00
3,France,2012,"Non-rented accommodation: own holiday home",NULL,NULL,NULL,NULL,18706517.0000,NULL,NULL,82.00
3,France,2012,"Rented accommodation: campsites, caravan or trailer park",NULL,NULL,NULL,NULL,10737156.0000,NULL,NULL,82.00
3,France,2012,"Rented accommodation: hotels or similar establishments",NULL,NULL,NULL,NULL,43216357.0000,NULL,NULL,82.00
3,France,2012,"Rented accommodation: other",NULL,NULL,NULL,NULL,31467032.0000,NULL,NULL,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",Air,NULL,NULL,13360930.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over","Buses, coaches",NULL,NULL,1801729.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over","Other land",NULL,NULL,254100.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,67834894.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",Railways,NULL,NULL,13140557.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",Waterway,NULL,NULL,843301.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",Air,NULL,NULL,2593715.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights","Buses, coaches",NULL,NULL,1714032.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights","Other land",NULL,NULL,413788.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,86850699.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",Railways,NULL,NULL,14279245.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",Waterway,NULL,NULL,97748.0000,NULL,82.00
3,France,2012,NULL,"Professional, business","4 nights or over",Air,NULL,NULL,1240140.0000,NULL,82.00
3,France,2012,NULL,"Professional, business","4 nights or over","Buses, coaches",NULL,NULL,219600.0000,NULL,82.00
3,France,2012,NULL,"Professional, business","4 nights or over","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,3206206.0000,NULL,82.00
3,France,2012,NULL,"Professional, business","4 nights or over",Railways,NULL,NULL,2175069.0000,NULL,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",Air,NULL,NULL,2049049.0000,NULL,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights","Buses, coaches",NULL,NULL,189055.0000,NULL,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,7140580.0000,NULL,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",Railways,NULL,NULL,5471226.0000,NULL,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Austria,NULL,NULL,330441.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Austria,NULL,NULL,285114.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Austria,NULL,NULL,74348.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Austria,NULL,NULL,383287.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Austria,NULL,NULL,308939.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Belgium,NULL,NULL,863785.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Belgium,NULL,NULL,1286583.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Belgium,NULL,NULL,422798.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Belgium,NULL,NULL,404774.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Belgium,NULL,NULL,606458.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Belgium,NULL,NULL,201685.0000,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Belgium,NULL,NULL,132105.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,Belgium,NULL,NULL,177604.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Belgium,NULL,NULL,995890.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Belgium,NULL,NULL,1464186.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Belgium,NULL,NULL,468296.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Canada,NULL,NULL,300664.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Canada,NULL,NULL,288484.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Canada,NULL,NULL,93506.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Canada,NULL,NULL,93506.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Canada,NULL,NULL,305342.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Canada,NULL,NULL,288484.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,352130.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Switzerland,NULL,NULL,760139.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Switzerland,NULL,NULL,408009.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,223393.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Switzerland,NULL,NULL,454898.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Switzerland,NULL,NULL,231505.0000,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,158063.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,Switzerland,NULL,NULL,183434.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Switzerland,NULL,NULL,510193.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Switzerland,NULL,NULL,943574.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Switzerland,NULL,NULL,433380.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,China,NULL,NULL,130069.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,China,NULL,NULL,130069.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,China,NULL,NULL,161489.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,China,NULL,NULL,161489.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Czechia,NULL,NULL,94686.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Czechia,NULL,NULL,203792.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Czechia,NULL,NULL,109106.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Czechia,NULL,NULL,104950.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Czechia,NULL,NULL,216850.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Czechia,NULL,NULL,111900.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Germany,NULL,NULL,647633.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Germany,NULL,NULL,1260311.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Germany,NULL,NULL,612679.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Germany,NULL,NULL,201146.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Germany,NULL,NULL,424053.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Germany,NULL,NULL,222907.0000,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Germany,NULL,NULL,355537.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,Germany,NULL,NULL,452963.0000,82.00
3,France,2012,NULL,"Professional, business","4 nights or over",NULL,Germany,NULL,NULL,97426.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Germany,NULL,NULL,1003169.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Germany,NULL,NULL,1713274.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Germany,NULL,NULL,710105.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Greece,NULL,NULL,730991.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Greece,NULL,NULL,701983.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Greece,NULL,NULL,744401.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Greece,NULL,NULL,707067.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Spain,NULL,NULL,791237.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Spain,NULL,NULL,3985413.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Spain,NULL,NULL,3194176.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Spain,NULL,NULL,326410.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Spain,NULL,NULL,268048.0000,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Spain,NULL,NULL,168594.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,Spain,NULL,NULL,269067.0000,82.00
3,France,2012,NULL,"Professional, business","4 nights or over",NULL,Spain,NULL,NULL,100473.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Spain,NULL,NULL,959831.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Spain,NULL,NULL,4254480.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Spain,NULL,NULL,3294650.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,France,NULL,NULL,101090835.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,France,NULL,NULL,181517827.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,France,NULL,NULL,80426993.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,France,NULL,NULL,66220618.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,France,NULL,NULL,99992857.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,France,NULL,NULL,33772238.0000,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,France,NULL,NULL,13198014.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,France,NULL,NULL,18861833.0000,82.00
3,France,2012,NULL,"Professional, business","4 nights or over",NULL,France,NULL,NULL,5663819.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,France,NULL,NULL,114288848.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,France,NULL,NULL,200379660.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,France,NULL,NULL,86090812.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Croatia,NULL,NULL,250427.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Croatia,NULL,NULL,250427.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Croatia,NULL,NULL,250427.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Croatia,NULL,NULL,250427.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Hungary,NULL,NULL,76591.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Hungary,NULL,NULL,91749.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Ireland,NULL,NULL,273133.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Ireland,NULL,NULL,229621.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Ireland,NULL,NULL,283625.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Ireland,NULL,NULL,236476.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Italy,NULL,NULL,549037.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Italy,NULL,NULL,2537084.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Italy,NULL,NULL,1988047.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Italy,NULL,NULL,88091.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Italy,NULL,NULL,323106.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Italy,NULL,NULL,235015.0000,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Italy,NULL,NULL,142802.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,Italy,NULL,NULL,239953.0000,82.00
3,France,2012,NULL,"Professional, business","4 nights or over",NULL,Italy,NULL,NULL,97151.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Italy,NULL,NULL,691839.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Italy,NULL,NULL,2777037.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Italy,NULL,NULL,2085198.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Luxembourg,NULL,NULL,112534.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Luxembourg,NULL,NULL,132121.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Luxembourg,NULL,NULL,78452.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Luxembourg,NULL,NULL,149164.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Luxembourg,NULL,NULL,174269.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Malta,NULL,NULL,137341.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Malta,NULL,NULL,127648.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Malta,NULL,NULL,144809.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Malta,NULL,NULL,127648.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Netherlands,NULL,NULL,282037.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Netherlands,NULL,NULL,476078.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Netherlands,NULL,NULL,194041.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Netherlands,NULL,NULL,69832.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Netherlands,NULL,NULL,127030.0000,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Netherlands,NULL,NULL,85681.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,Netherlands,NULL,NULL,107765.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Netherlands,NULL,NULL,367718.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Netherlands,NULL,NULL,583843.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Netherlands,NULL,NULL,216125.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Norway,NULL,NULL,178951.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Norway,NULL,NULL,174237.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Norway,NULL,NULL,193846.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Norway,NULL,NULL,178293.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Poland,NULL,NULL,140295.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Poland,NULL,NULL,123811.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Poland,NULL,NULL,200512.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Poland,NULL,NULL,147503.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Portugal,NULL,NULL,965450.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Portugal,NULL,NULL,894353.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Portugal,NULL,NULL,187432.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Portugal,NULL,NULL,179125.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,Portugal,NULL,NULL,131335.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,Portugal,NULL,NULL,140105.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Portugal,NULL,NULL,1096786.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Portugal,NULL,NULL,956681.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Russia,NULL,NULL,130446.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Russia,NULL,NULL,116504.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Russia,NULL,NULL,155970.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Russia,NULL,NULL,136895.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Sweden,NULL,NULL,89157.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Sweden,NULL,NULL,130977.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Sweden,NULL,NULL,74409.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,Türkiye,NULL,NULL,550251.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,Türkiye,NULL,NULL,531337.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,Türkiye,NULL,NULL,622615.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,Türkiye,NULL,NULL,574891.0000,82.00
3,France,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,"United Kingdom",NULL,NULL,592614.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,"United Kingdom",NULL,NULL,1342043.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,"United Kingdom",NULL,NULL,749429.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,"United Kingdom",NULL,NULL,87049.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,"United Kingdom",NULL,NULL,312651.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,"United Kingdom",NULL,NULL,225602.0000,82.00
3,France,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,"United Kingdom",NULL,NULL,219414.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,"United Kingdom",NULL,NULL,291680.0000,82.00
3,France,2012,NULL,Total,"From 1 to 3 nights",NULL,"United Kingdom",NULL,NULL,812028.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,"United Kingdom",NULL,NULL,1633723.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,"United Kingdom",NULL,NULL,821695.0000,82.00
3,France,2012,NULL,"Personal reasons","1 night or over",NULL,"United States",NULL,NULL,804610.0000,82.00
3,France,2012,NULL,"Personal reasons","4 nights or over",NULL,"United States",NULL,NULL,797587.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,"United States",NULL,NULL,122522.0000,82.00
3,France,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,"United States",NULL,NULL,122522.0000,82.00
3,France,2012,NULL,"Professional, business","1 night or over",NULL,"United States",NULL,NULL,148953.0000,82.00
3,France,2012,NULL,"Professional, business","4 nights or over",NULL,"United States",NULL,NULL,138347.0000,82.00
3,France,2012,NULL,Total,"1 night or over",NULL,"United States",NULL,NULL,953563.0000,82.00
3,France,2012,NULL,Total,"4 nights or over",NULL,"United States",NULL,NULL,935934.0000,82.00
3,France,2013,"Non-rented accommodation: accommodation provided without charge by relatives or friends",NULL,NULL,NULL,NULL,116069991.0000,NULL,NULL,83.60
3,France,2013,"Non-rented accommodation: other",NULL,NULL,NULL,NULL,5208866.0000,NULL,NULL,83.60
3,France,2013,"Non-rented accommodation: own holiday home",NULL,NULL,NULL,NULL,17648560.0000,NULL,NULL,83.60
3,France,2013,"Rented accommodation: campsites, caravan or trailer park",NULL,NULL,NULL,NULL,10644641.0000,NULL,NULL,83.60
3,France,2013,"Rented accommodation: hotels or similar establishments",NULL,NULL,NULL,NULL,42861213.0000,NULL,NULL,83.60
3,France,2013,"Rented accommodation: other",NULL,NULL,NULL,NULL,32516733.0000,NULL,NULL,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over",Air,NULL,NULL,13850220.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over","Buses, coaches",NULL,NULL,1673356.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over","Other land",NULL,NULL,223261.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,69056860.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over",Railways,NULL,NULL,13345874.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over",Waterway,NULL,NULL,798870.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","From 1 to 3 nights",Air,NULL,NULL,2471845.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","From 1 to 3 nights","Buses, coaches",NULL,NULL,1585909.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","From 1 to 3 nights","Other land",NULL,NULL,378939.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","From 1 to 3 nights","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,85640121.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","From 1 to 3 nights",Railways,NULL,NULL,14456506.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","From 1 to 3 nights",Waterway,NULL,NULL,120531.0000,NULL,83.60
3,France,2013,NULL,"Professional, business","4 nights or over",Air,NULL,NULL,1380935.0000,NULL,83.60
3,France,2013,NULL,"Professional, business","4 nights or over","Buses, coaches",NULL,NULL,302339.0000,NULL,83.60
3,France,2013,NULL,"Professional, business","4 nights or over","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,2947424.0000,NULL,83.60
3,France,2013,NULL,"Professional, business","4 nights or over",Railways,NULL,NULL,1869542.0000,NULL,83.60
3,France,2013,NULL,"Professional, business","From 1 to 3 nights",Air,NULL,NULL,2373021.0000,NULL,83.60
3,France,2013,NULL,"Professional, business","From 1 to 3 nights","Buses, coaches",NULL,NULL,204915.0000,NULL,83.60
3,France,2013,NULL,"Professional, business","From 1 to 3 nights","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,6828121.0000,NULL,83.60
3,France,2013,NULL,"Professional, business","From 1 to 3 nights",Railways,NULL,NULL,5290086.0000,NULL,83.60
3,France,2013,NULL,"Personal reasons","1 night or over",NULL,Austria,NULL,NULL,386513.0000,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over",NULL,Austria,NULL,NULL,321569.0000,83.60
3,France,2013,NULL,Total,"From 1 to 3 nights",NULL,Austria,NULL,NULL,102922.0000,83.60
3,France,2013,NULL,Total,"1 night or over",NULL,Austria,NULL,NULL,430648.0000,83.60
3,France,2013,NULL,Total,"4 nights or over",NULL,Austria,NULL,NULL,327726.0000,83.60
3,France,2013,NULL,"Personal reasons","From 1 to 3 nights",NULL,Belgium,NULL,NULL,1027648.0000,83.60
3,France,2013,NULL,"Personal reasons","1 night or over",NULL,Belgium,NULL,NULL,1512664.0000,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over",NULL,Belgium,NULL,NULL,485016.0000,83.60
3,France,2013,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Belgium,NULL,NULL,536991.0000,83.60
3,France,2013,NULL,"Visits to friends and relatives","1 night or over",NULL,Belgium,NULL,NULL,781378.0000,83.60
3,France,2013,NULL,"Visits to friends and relatives","4 nights or over",NULL,Belgium,NULL,NULL,244387.0000,83.60
3,France,2013,NULL,"Professional, business","From 1 to 3 nights",NULL,Belgium,NULL,NULL,140097.0000,83.60
3,France,2013,NULL,"Professional, business","1 night or over",NULL,Belgium,NULL,NULL,168698.0000,83.60
3,France,2013,NULL,Total,"From 1 to 3 nights",NULL,Belgium,NULL,NULL,1167745.0000,83.60
3,France,2013,NULL,Total,"1 night or over",NULL,Belgium,NULL,NULL,1681362.0000,83.60
3,France,2013,NULL,Total,"4 nights or over",NULL,Belgium,NULL,NULL,513617.0000,83.60
3,France,2013,NULL,"Personal reasons","1 night or over",NULL,Brazil,NULL,NULL,86590.0000,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over",NULL,Brazil,NULL,NULL,86590.0000,83.60
3,France,2013,NULL,Total,"1 night or over",NULL,Brazil,NULL,NULL,86590.0000,83.60
3,France,2013,NULL,Total,"4 nights or over",NULL,Brazil,NULL,NULL,86590.0000,83.60
3,France,2013,NULL,"Personal reasons","1 night or over",NULL,Canada,NULL,NULL,341846.0000,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over",NULL,Canada,NULL,NULL,341846.0000,83.60
3,France,2013,NULL,"Visits to friends and relatives","1 night or over",NULL,Canada,NULL,NULL,103193.0000,83.60
3,France,2013,NULL,"Visits to friends and relatives","4 nights or over",NULL,Canada,NULL,NULL,103193.0000,83.60
3,France,2013,NULL,Total,"1 night or over",NULL,Canada,NULL,NULL,370726.0000,83.60
3,France,2013,NULL,Total,"4 nights or over",NULL,Canada,NULL,NULL,362012.0000,83.60
3,France,2013,NULL,"Personal reasons","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,303212.0000,83.60
3,France,2013,NULL,"Personal reasons","1 night or over",NULL,Switzerland,NULL,NULL,790662.0000,83.60
3,France,2013,NULL,"Personal reasons","4 nights or over",NULL,Switzerland,NULL,NULL,487450.0000,83.60
3,France,2013,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,175364.0000,83.60
3,France,2013,NULL,"Visits to friends and relatives","1 night or over",NULL,Switzerland,NULL,NULL,404378.0000,83.60
3,France,2013,NULL,"Visits to friends and relatives","4 nights or over",NULL,Switzerland,NULL,NULL,229014.0000,83.60
3,France,2013,NULL,"Professional, business","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,180297.0000,83.60
3,France,2013,NULL,"Professional, business","1 night or over",NULL,Switzerland,NULL,NULL,213960.0000,83.60
3,France,2013,NULL,Total,"From 1 to 3 nights",NULL,Switzerland,NULL,NULL,483508.0000,83.60
3,France,2013,NULL,Total,"1 night or over",NULL,Switzerland,NULL,NULL,1004622.0000,83.60
3,France,2013,NULL,Total,"4 nights or over",NULL,Switzerland,NULL,NULL,521114.0000,83.60
3,France,2013,NULL,"Personal reasons","1 night or over",NULL,China,NULL,NULL,135269.0000,83.60
